,age_band_of_driver,vehicle_type,age_of_vehicle,weather_conditions,day_of_week,road_surface_conditions,light_conditions,sex_of_driver,season,speed_limit,accident_seriousness
13903,16-25,Car,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Female,Winter,70,Not Serious
13904,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Female,Autumn,30,Not Serious
13905,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Female,Autumn,30,Not Serious
13906,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Female,Autumn,30,Not Serious
13907,16-25,Car,4,Fine no high winds,Friday,Wet or damp,Darkness - lights lit,Female,Winter,40,Not Serious
13908,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Female,Summer,30,Not Serious
13909,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Female,Rainy,30,Not Serious
13910,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Female,Summer,30,Not Serious
13911,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Female,Rainy,30,Not Serious
13912,16-25,Car,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Female,Autumn,40,Not Serious
13913,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Female,Winter,30,Not Serious
13914,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Female,Autumn,30,Not Serious
13915,16-25,Car,4,Fine no high winds,Thursday,Wet or damp,Darkness - lights lit,Female,Winter,30,Not Serious
13916,16-25,Car,4,Fine no high winds,Wednesday,Wet or damp,Darkness - lights lit,Female,Winter,70,Not Serious
13917,16-25,Car,4,Fine no high winds,Friday,Wet or damp,Darkness - lights lit,Female,Winter,30,Not Serious
13918,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Female,Summer,30,Not Serious
13919,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Female,Winter,30,Not Serious
13920,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Female,Rainy,30,Not Serious
13921,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Female,Autumn,30,Not Serious
13922,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Female,Summer,30,Not Serious
13923,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Female,Winter,30,Not Serious
13924,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Female,Summer,30,Not Serious
13925,16-25,Car,4,Fine no high winds,Wednesday,Wet or damp,Darkness - lights lit,Female,Winter,30,Not Serious
13926,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Female,Autumn,30,Not Serious
13927,16-25,Car,4,Fine no high winds,Wednesday,Wet or damp,Darkness - lights lit,Female,Autumn,40,Not Serious
13928,16-25,Car,4,Fog or mist,Saturday,Wet or damp,Darkness - lights lit,Male,Summer,70,Not Serious
13929,16-25,Car,4,Fog or mist,Saturday,Wet or damp,Darkness - lights lit,Male,Autumn,70,Not Serious
13930,16-25,Car,4,Fog or mist,Sunday,Snow,Darkness - lights lit,Male,Winter,30,Not Serious
13931,16-25,Car,4,Mud,Wednesday,Frost or ice,Darkness - lights lit,Male,Winter,30,Not Serious
13932,16-25,Car,4,Mud,Wednesday,Wet or damp,Darkness - lights lit,Male,Rainy,40,Not Serious
13933,16-25,Car,4,Mud,Tuesday,Wet or damp,Darkness - lights lit,Male,Rainy,30,Not Serious
13934,16-25,Car,4,Mud,Wednesday,Wet or damp,Darkness - lights lit,Male,Winter,40,Not Serious
13935,16-25,Car,4,Mud,Wednesday,Frost or ice,Darkness - lights lit,Male,Winter,30,Not Serious
13936,16-25,Car,4,Mud,Tuesday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13937,16-25,Car,4,Mud,Saturday,Wet or damp,Darkness - lights lit,Male,Rainy,30,Not Serious
13938,16-25,Car,4,Mud,Monday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13939,16-25,Car,4,Mud,Wednesday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Not Serious
13940,16-25,Car,4,Mud,Friday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13941,16-25,Car,4,Mud,Wednesday,Frost or ice,Darkness - lights lit,Male,Winter,40,Not Serious
13942,16-25,Car,4,Mud,Saturday,Frost or ice,Darkness - lights lit,Female,Summer,30,Not Serious
13943,16-25,Car,4,Mud,Saturday,Frost or ice,Darkness - lights lit,Female,Winter,30,Not Serious
13944,16-25,Car,4,Mud,Friday,Frost or ice,Darkness - lights lit,Female,Winter,30,Not Serious
13945,16-25,Car,4,Raining + high winds,Monday,Wet or damp,Darkness - lights lit,Female,Rainy,30,Not Serious
13946,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13947,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13948,16-25,Motorcycle,4,Raining no high winds,Friday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Not Serious
13949,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Not Serious
13950,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Summer,40,Not Serious
13951,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Darkness - lights lit,Male,Rainy,30,Not Serious
13952,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Darkness - lights lit,Male,Autumn,50,Not Serious
13953,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13954,16-25,Motorcycle,4,Raining no high winds,Friday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Not Serious
13955,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Not Serious
13956,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Summer,40,Not Serious
13957,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Not Serious
13958,16-25,Car,4,Raining no high winds,Wednesday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Not Serious
13959,16-25,Car,4,Raining no high winds,Wednesday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13960,16-25,Car,4,Raining no high winds,Monday,Wet or damp,Darkness - lights lit,Male,Autumn,60,Not Serious
13961,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Rainy,30,Not Serious
13962,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Not Serious
13963,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Not Serious
13964,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Not Serious
13965,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13966,16-25,Goods Vehicle,4,Raining no high winds,Tuesday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Not Serious
13967,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Not Serious
13968,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Summer,30,Not Serious
13969,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Darkness - lights lit,Male,Autumn,40,Not Serious
13970,16-25,Car,4,Raining no high winds,Monday,Wet or damp,Darkness - lights lit,Male,Summer,30,Not Serious
13971,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Darkness - lights lit,Female,Autumn,30,Not Serious
13972,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Darkness - lights lit,Female,Rainy,30,Not Serious
13973,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Darkness - lights lit,Female,Winter,20,Not Serious
13974,16-25,Car,4,Raining no high winds,Sunday,Wet or damp,Darkness - lights lit,Female,Rainy,70,Not Serious
13975,16-25,Car,4,Snowing no high winds,Sunday,Frost or ice,Darkness - lights lit,Female,Winter,30,Not Serious
13976,16-25,Car,4,Fog or mist,Saturday,Wet or damp,Darkness - lights lit,Male,Autumn,50,Not Serious
13977,16-25,Car,4,Fog or mist,Saturday,Wet or damp,Darkness - lights lit,Male,Winter,50,Not Serious
13978,16-25,Car,4,Fog or mist,Saturday,Dry,Darkness - lights lit,Female,Winter,30,Not Serious
13979,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights unlit,Male,Summer,30,Not Serious
13980,16-25,Car,4,Fine + high winds,Friday,Wet or damp,Darkness - no lighting,Female,Winter,40,Not Serious
13981,16-25,Car,4,Fine + high winds,Friday,Wet or damp,Darkness - no lighting,Female,Winter,40,Not Serious
13982,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - no lighting,Male,Autumn,40,Not Serious
13983,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - no lighting,Male,Summer,30,Not Serious
13984,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Male,Winter,60,Not Serious
13985,16-25,Motorcycle,4,Fine no high winds,Saturday,Dry,Darkness - no lighting,Male,Autumn,50,Not Serious
13986,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - no lighting,Male,Autumn,60,Not Serious
13987,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - no lighting,Male,Winter,60,Not Serious
13988,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Male,Autumn,30,Not Serious
13989,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - no lighting,Male,Summer,60,Not Serious
13990,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - no lighting,Male,Winter,40,Not Serious
13991,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Male,Rainy,30,Not Serious
13992,16-25,Motorcycle,4,Fine no high winds,Saturday,Dry,Darkness - no lighting,Male,Rainy,50,Not Serious
13993,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - no lighting,Male,Rainy,30,Not Serious
13994,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - no lighting,Male,Winter,60,Not Serious
13995,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Male,Rainy,60,Not Serious
13996,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - no lighting,Male,Rainy,60,Not Serious
13997,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - no lighting,Male,Autumn,30,Not Serious
13998,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - no lighting,Male,Winter,70,Not Serious
13999,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Male,Winter,60,Not Serious
14000,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Female,Winter,60,Not Serious
14001,16-25,Car,4,Fine no high winds,Monday,Wet or damp,Darkness - no lighting,Female,Autumn,60,Not Serious
14002,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Female,Summer,70,Not Serious
14003,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Female,Winter,70,Not Serious
14004,16-25,Car,4,Fine no high winds,Monday,Wet or damp,Darkness - no lighting,Female,Winter,60,Not Serious
14005,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - no lighting,Female,Autumn,60,Not Serious
14006,16-25,Car,4,Fine no high winds,Sunday,Wet or damp,Darkness - no lighting,Female,Rainy,60,Not Serious
14007,16-25,Car,4,Fog or mist,Friday,Wet or damp,Darkness - no lighting,Male,Winter,60,Not Serious
14008,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Darkness - no lighting,Male,Autumn,70,Not Serious
14009,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Darkness - no lighting,Male,Rainy,70,Not Serious
14010,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Darkness - no lighting,Female,Winter,70,Not Serious
14011,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Darkness - no lighting,Female,Autumn,70,Not Serious
14012,16-25,Car,4,Snowing + high winds,Wednesday,Snow,Darkness - no lighting,Male,Winter,60,Not Serious
14013,16-25,Car,4,Snowing no high winds,Wednesday,Frost or ice,Darkness - no lighting,Male,Summer,60,Not Serious
14014,16-25,Car,4,Snowing no high winds,Wednesday,Frost or ice,Darkness - no lighting,Male,Winter,60,Not Serious
14015,16-25,Car,4,Snowing no high winds,Friday,Frost or ice,Darkness - no lighting,Female,Rainy,70,Not Serious
14016,16-25,Car,4,Snowing no high winds,Friday,Frost or ice,Darkness - no lighting,Female,Winter,70,Not Serious
14017,16-25,Car,4,Fine + high winds,Thursday,Wet or damp,Daylight,Male,Summer,40,Not Serious
14018,16-25,Car,4,Fine + high winds,Thursday,Wet or damp,Daylight,Male,Autumn,40,Not Serious
14019,16-25,Car,4,Fine + high winds,Tuesday,Dry,Daylight,Female,Rainy,30,Not Serious
14020,16-25,Motorcycle,4,Fine no high winds,Sunday,Dry,Daylight,Male,Rainy,40,Not Serious
14021,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Rainy,30,Not Serious
14022,16-25,Car,4,Fine no high winds,Monday,Dry,Daylight,Male,Winter,70,Not Serious
14023,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Summer,70,Not Serious
14024,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Winter,50,Not Serious
14025,16-25,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Autumn,30,Not Serious
14026,16-25,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Rainy,40,Not Serious
14027,16-25,Car,4,Fine no high winds,Monday,Dry,Daylight,Male,Summer,60,Not Serious
14028,16-25,Car,4,Fine no high winds,Monday,Dry,Daylight,Male,Summer,70,Not Serious
14029,16-25,Motorcycle,4,Fine no high winds,Monday,Dry,Daylight,Male,Autumn,70,Not Serious
14030,16-25,Car,4,Fine no high winds,Tuesday,Wet or damp,Daylight,Male,Winter,30,Not Serious
14031,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Summer,70,Not Serious
14032,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Winter,60,Not Serious
14033,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Autumn,50,Not Serious
14034,16-25,Car,4,Fine no high winds,Monday,Dry,Daylight,Male,Summer,30,Not Serious
14035,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Autumn,50,Not Serious
14036,16-25,Car,4,Fine no high winds,Saturday,Dry,Daylight,Male,Autumn,30,Not Serious
14037,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Autumn,30,Not Serious
14038,16-25,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Summer,30,Not Serious
14039,16-25,Car,4,Fine no high winds,Tuesday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
14040,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Autumn,50,Not Serious
14041,16-25,Motorcycle,4,Fine no high winds,Monday,Dry,Daylight,Male,Winter,30,Not Serious
14042,16-25,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Winter,40,Not Serious
14043,16-25,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Rainy,70,Not Serious
14044,16-25,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Rainy,30,Not Serious
14045,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Summer,40,Not Serious
14046,16-25,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Autumn,30,Not Serious
14047,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Autumn,30,Not Serious
14048,16-25,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Summer,60,Not Serious
14049,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Winter,60,Not Serious
14050,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Summer,60,Not Serious
14051,16-25,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Rainy,60,Not Serious
14052,16-25,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Rainy,30,Not Serious
14053,16-25,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Winter,60,Not Serious
14054,16-25,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Rainy,30,Not Serious
14055,16-25,Car,4,Fine no high winds,Monday,Dry,Daylight,Male,Summer,30,Not Serious
14056,16-25,Goods Vehicle,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Rainy,50,Not Serious
14057,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Autumn,50,Not Serious
14058,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Winter,30,Not Serious
14059,16-25,Car,4,Fine no high winds,Sunday,Wet or damp,Daylight,Male,Rainy,60,Not Serious
14060,16-25,Car,4,Fine no high winds,Saturday,Dry,Daylight,Male,Rainy,30,Not Serious
14061,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
14062,16-25,Motorcycle,4,Fine no high winds,Sunday,Dry,Daylight,Male,Summer,30,Not Serious
14063,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Winter,70,Not Serious
14064,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Summer,30,Not Serious
14065,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Winter,30,Not Serious
14066,16-25,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Autumn,30,Not Serious
14067,16-25,Car,4,Fine no high winds,Saturday,Dry,Daylight,Male,Winter,30,Not Serious
14068,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Summer,30,Not Serious
14069,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Rainy,40,Not Serious
14070,16-25,Motorcycle,4,Fine no high winds,Friday,Dry,Daylight,Male,Autumn,30,Not Serious
14071,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Rainy,30,Not Serious
14072,16-25,Car,4,Fine no high winds,Monday,Dry,Daylight,Male,Winter,30,Not Serious
14073,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Daylight,Male,Summer,30,Not Serious
14074,16-25,Car,4,Fine no high winds,Monday,Dry,Daylight,Male,Autumn,40,Not Serious
14075,16-25,Car,4,Fine no high winds,Saturday,Dry,Daylight,Male,Summer,40,Not Serious
14076,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Winter,30,Not Serious
14077,16-25,Car,4,Fine no high winds,Saturday,Dry,Daylight,Male,Summer,70,Not Serious
14078,16-25,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Rainy,30,Not Serious
14079,16-25,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Autumn,70,Not Serious
14080,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Rainy,40,Not Serious
14081,16-25,Car,4,Fine no high winds,Sunday,Wet or damp,Daylight,Male,Rainy,40,Not Serious
14082,16-25,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Winter,30,Not Serious
14083,16-25,Motorcycle,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Rainy,30,Not Serious
14084,16-25,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Rainy,30,Not Serious
14085,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Winter,70,Not Serious
14086,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Winter,40,Not Serious
14087,16-25,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Rainy,30,Not Serious
14088,16-25,Car,4,Fine no high winds,Monday,Frost or ice,Daylight,Male,Winter,30,Not Serious
14089,16-25,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Summer,50,Not Serious
14090,16-25,Car,4,Fine no high winds,Friday,Wet or damp,Daylight,Male,Winter,30,Not Serious
14091,16-25,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Rainy,30,Not Serious
14092,16-25,Motorcycle,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Rainy,30,Not Serious
14093,16-25,Motorcycle,4,Fine no high winds,Sunday,Dry,Daylight,Male,Summer,30,Not Serious
14094,16-25,Motorcycle,4,Fine no high winds,Monday,Dry,Daylight,Male,Rainy,30,Not Serious
14095,16-25,Car,4,Fine no high winds,Friday,Dry,Daylight,Male,Summer,30,Not Serious
14096,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Summer,30,Not Serious
14097,16-25,Motorcycle,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Rainy,30,Not Serious
14098,16-25,Car,4,Fine no high winds,Monday,Dry,Daylight,Male,Autumn,30,Not Serious
14099,16-25,Car,4,Fine no high winds,Saturday,Dry,Daylight,Male,Summer,30,Not Serious
14100,16-25,Car,4,Fine no high winds,Tuesday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
14101,16-25,Car,4,Fine no high winds,Sunday,Wet or damp,Daylight,Male,Autumn,60,Not Serious
14102,16-25,Car,4,Fine no high winds,Saturday,Dry,Daylight,Male,Summer,30,Not Serious
14103,16-25,Car,4,Fine no high winds,Wednesday,Dry,Daylight,Male,Rainy,30,Not Serious
14104,16-25,Car,4,Fine no high winds,Saturday,Dry,Daylight,Male,Rainy,70,Not Serious
14105,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Summer,60,Not Serious
14106,16-25,Car,4,Fine no high winds,Monday,Dry,Daylight,Male,Rainy,30,Not Serious
14107,16-25,Car,4,Fine no high winds,Thursday,Dry,Daylight,Male,Autumn,30,Not Serious
14108,16-25,Car,4,Fine no high winds,Sunday,Dry,Daylight,Male,Autumn,50,Not Serious
14109,16-25,Car,4,Fine no high winds,Tuesday,Dry,Daylight,Male,Rainy,50,Not Serious
